e. Na palcu Twym zakwitnie lasu czar, tajemnic szept.",https://epirbizuteria.pl/products/pierscionek-galazki-z-granatem,https://cdn.shopify.com/s/files/1/0249/9756/0425/files/DSC02063.jpg?v=1739951889,320.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53000183611724,"Pierścionek "" Gałązki"" z topazem Swiss Blue – silver","Pierścionek srebrny z kolekcji "" Gałązki"" z fasetowanym topazem w kolorze Swiss Blue. Pierścionek wykonany ze srebra pr. 925. Ma on formę gałązek drzewa oplatających palec. Przy tworzeniu tego wzoru inspirowaliśmy się naturalnym pięknem drzew i ich gałęzi. Zdobi go fasetowany topaz w intensywnym, błękitnym odcieniu zwany swiss blue. Pierścionek można zamówić w dowolnym rozmiarze, rozmiar proszę podać przy zamówieniu. Waga pierścionka: 5,4 g, szerokość obrączki: 3 mm, a w najszerszym miejscu: 9 mm. Do wysyłki zapakowany będzie w ozdobne pudełko.",https://epirbizuteria.pl/products/pierscionek-galazki-z-topazem-swiss-blue,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-galazki-z-topazem-swiss-blue-epir-art-jewelleryandgemstone-1.jpg?v=1737459688,350.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53029906219340,"Pierścionek "" Gałązki"" z topazem Swiss Blue – silver","Pierścionek srebrny z kolekcji "" Gałązki"" z fasetowanym topazem w kolorze Swiss Blue. Pierścionek wykonany ze srebra pr. 925. Ma on formę gałązek drzewa oplatających palec. Przy tworzeniu tego wzoru inspirowaliśmy się naturalnym pięknem drzew i ich gałęzi. Zdobi go fasetowany topaz w intensywnym, błękitnym odcieniu zwany swiss blue. Pierścionek można zamówić w dowolnym rozmiarze, rozmiar proszę podać przy zamówieniu. Waga pierścionka: 5,4 g, szerokość obrączki: 3 mm, a w najszerszym miejscu: 9 mm. Do wysyłki zapakowany będzie w ozdobne pudełko.",https://epirbizuteria.pl/products/pierscionek-galazki-z-topazem-swiss-blue,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-galazki-z-topazem-swiss-blue-epir-art-jewelleryandgemstone-1.jpg?v=1737459688,350.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53029906252108,"Pierścionek "" Gałązki"" z topazem Swiss Blue – silver","Pierścionek srebrny z kolekcji "" Gałązki"" z fasetowanym topazem w kolorze Swiss Blue. Pierścionek wykonany ze srebra pr. 925. Ma on formę gałązek drzewa oplatających palec. Przy tworzeniu tego wzoru inspirowaliśmy się naturalnym pięknem drzew i ich gałęzi. Zdobi go fasetowany topaz w intensywnym, błękitnym odcieniu zwany swiss blue. Pierścionek można zamówić w dowolnym rozmiarze, rozmiar proszę podać przy zamówieniu. Waga pierścionka: 5,4 g, szerokość obrączki: 3 mm, a w najszerszym miejscu: 9 mm. Do wysyłki zapakowany będzie w ozdobne pudełko.",https://epirbizuteria.pl/products/pierscionek-galazki-z-topazem-swiss-blue,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-galazki-z-topazem-swiss-blue-epir-art-jewelleryandgemstone-1.jpg?v=1737459688,350.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952510796,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952543564,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952576332,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952609100,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952641868,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952674636,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952707404,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952740172,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952772940,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952805708,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952838476,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_53436952871244,"Pierścionek srebrny z ametystem ""Gałązki"" – silver","Srebrny pierścionek z kolekcji ""Gałązki"" to połączenie naturalnego piękna z kunsztem jubilerskim. Wykonany z jasnego srebra próby 925, uformowany w misterny splot gałązek, które oplatają palec. Centralnym elementem jest fasetowany, fioletowy ametyst o średnicy 6 mm, o pięknym szlifie i blasku. Rozmiar: do wyboru Waga: 5,1 g Średnica ametystu: 6 mm Szerokość obrączki: 3 mm (min.), 20 mm (max.) Materiał: srebro próby 925, ametyst",https://epirbizuteria.pl/products/pierscionek-glazki-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-srebrny-z-ametystem-galazki-epir-art-jewelleryandgemstone-1.jpg?v=1737832860,280.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901416268,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,out of stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901449036,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901481804,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901514572,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,out of stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901547340,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901580108,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901612876,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901645644,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901678412,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901711180,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901743948,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,out of stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_48934901776716,"Pierścionek pozłacany z ametystem z kolekcji ""Gałązki"" – silver","Pierścionek z kolekcji ""Gałązki"" wykonany ze srebra pr. 925 i pozłacany, dostępny również w wersji złotej. Projekt wyrzeźbiony jest w formę delikatnych gałązek, które oplatają palec, nadając mu naturalny, organiczny charakter. W centralnym punkcie osadzony jest fasetowany ametyst o intensywnym fioletowym odcieniu. Możliwe jest zamówienie pierścionka z innymi kamieniami, takimi jak granat, topaz, czy cyrkonia – prosimy o kontakt w celu wyboru. Dostępny w dowolnym rozmiarze, prosimy o podanie przy zamówieniu. Średnica ametystu : 6 mm Waga pierścionka : 5,2 g Szerokość obrączki : 3 mm, w najszerszym miejscu: 9 mm",https://epirbizuteria.pl/products/pierscionek-pozlacany-z-ametystem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-pozlacany-z-ametystem-z-kolekcji-galazki-epir-art-jewelleryandgemstone-5.jpg?v=1767544094,310.00 PLN,in stock,EPIR Art Silver Jewellery,200,Low-Margin,Wysylka_4_7_dni,Srebro
shopify_PL_40312995577961,"Pierścionek ""Gałązki"" z opalem I – silver","Pierścionek z kolekcji "" Gałązki"" z czarnym opalem. Wykonany według autorskiego projektu ze srebra pr. 925. Zdobi go okrągły opal etiopski z żywą opalizacją w zielonych odcieniach. Pierścionek jest rzeźbiony w kształty gałązek, które oplatają palec. Bardzo ciekawie wygląda na palcu. Rozmiar do ustalenia przy składaniu zamówienia. Waga: 6,8 g, średnica opalu: 6 mm, szerokość obrączki z tyłu: 3 mm, przód: 10 mm.",https://epirbizuteria.pl/products/pierscionek-galazki-z-opalem,https://cdn.shopify.com/s/files/1/0249/9756/0425/products/pierscionek-galazki-z-opalem-i-epir-art-jewelleryandgemstone-1.jpg?v=1737459812,310.00 PLN,in stock,EPIR Art Jewellery&Gemstone,200,Low-Margin,Wysylka_4_7_dni,Srebro
